speaker,speech_len
BORISLAV NOVAKOVIĆ,912
ANA BRNABIĆ,161
SRĐAN MILIVOJEVIĆ,1391
ANA BRNABIĆ,355
STEFAN KETANOVIĆ,4366
ANA BRNABIĆ,62
SLOBODAN CVEJIĆ,4673
ANA BRNABIĆ,51
MILENKO JOVANOV,1690
ANA BRNABIĆ,49
SRĐAN MILIVOJEVIĆ,895
MILENKO JOVANOV,8
ANA BRNABIĆ,38
MILENKO JOVANOV,112
SRĐAN MILIVOJEVIĆ,21
MILENKO JOVANOV,775
ANA BRNABIĆ,61
MARKO ATLAGIĆ,9296
MARINA RAGUŠ,43
MARINA MIJATOVIĆ,3180
MARINA RAGUŠ,38
ANA BRNABIĆ,4959
MARINA RAGUŠ,37
ALEKSANDAR JOVANOVIĆ,56
MARINA RAGUŠ,811
ANA BRNABIĆ,7960
MARINA RAGUŠ,92
ALEKSANDAR JOVANOVIĆ,792
MARINA RAGUŠ,328
SRĐAN MILIVOJEVIĆ,1716
MARINA RAGUŠ,539
MILENKO JOVANOV,1416
MARINA RAGUŠ,64
MARINIKA TEPIĆ,1855
MARINA RAGUŠ,63
ANA BRNABIĆ,2316
MARINA RAGUŠ,34
RADOMIR LAZOVIĆ,20
MARINA RAGUŠ,72
RADOMIR LAZOVIĆ,23
MARINA RAGUŠ,66
MARINIKA TEPIĆ,60
MARINA RAGUŠ,131
ALEKSANDAR JOVANOVIĆ,22
ALEKSANDAR JOVANOVIĆ,22
MARINA RAGUŠ,63
SRĐAN MILIVOJEVIĆ,21
MARINA RAGUŠ,33
SRĐAN MILIVOJEVIĆ,1920
MARINA RAGUŠ,180
MARINIKA TEPIĆ,60
MARINA RAGUŠ,73
MARINIKA TEPIĆ,89
MARINA RAGUŠ,45
MARINIKA TEPIĆ,24
MARINA RAGUŠ,35
MILENKO JOVANOV,954
MARINA RAGUŠ,156
MARINIKA TEPIĆ,1801
ANA BRNABIĆ,123
MILENKO JOVANOV,2441
MARINA RAGUŠ,108
SNEŽANA PAUNOVIĆ,1227
MARINIKA TEPIĆ,22
SNEŽANA PAUNOVIĆ,441
MARINA RAGUŠ,89
ŽELJKO VESELINOVIĆ,5197
MARINA RAGUŠ,532
BRANISLAV JOSIFOVIĆ,1968
MARINA RAGUŠ,639
ŽELJKO VESELINOVIĆ,8
MARINA RAGUŠ,151
ŽELJKO VESELINOVIĆ,100
MARINA RAGUŠ,111
ŽELJKO VESELINOVIĆ,34
MARINA RAGUŠ,162
ŽELJKO VESELINOVIĆ,60
MARINA RAGUŠ,18
ŽELJKO VESELINOVIĆ,52
MARINA RAGUŠ,71
ŽELJKO VESELINOVIĆ,15
MARINA RAGUŠ,432
DIJANA RADOVIĆ,5051
MARINA RAGUŠ,176
AHMEDIN ŠKRIJELJ,3561
MARINA RAGUŠ,114
IVANA ROKVIĆ,2962
ANA BRNABIĆ,88
MIODRAG LINTA,11699
ANA BRNABIĆ,42
IRENA VUJOVIĆ,2365
ANA BRNABIĆ,63
BILJANA ĐORĐEVIĆ,3421
ANA BRNABIĆ,38
BILJANA ĐORĐEVIĆ,171
ANA BRNABIĆ,46
VESNA NEDOVIĆ,3655
ANA BRNABIĆ,38
SONJA PERNAT,4386
ANA BRNABIĆ,48
MILENKO JOVANOV,693
ANA BRNABIĆ,62
NEBOJŠA BAKAREC,3986
ANA BRNABIĆ,69
ANA ERAKOVIĆ,1670
ANA BRNABIĆ,58
HADŽI MILORAD STOŠIĆ,5579
ANA BRNABIĆ,58
DRAGAN NINKOVIĆ,1408
ANA BRNABIĆ,232
JADRANKA JOVANOVIĆ,3395
ANA BRNABIĆ,82
MIROSLAV PETRAŠINOVIĆ,4874
ANA BRNABIĆ,107
ANA BRNABIĆ,339
DANIJELA NESTOROVIĆ,6209
ANA BRNABIĆ,499
DANIJELA NESTOROVIĆ,1553
ANA BRNABIĆ,424
MILENKO JOVANOV,1854
ANA BRNABIĆ,53
STEFAN KRKOBABIĆ,6523
ANA BRNABIĆ,54
MITAR KOVAČ,6612
ANA BRNABIĆ,225
SRĐAN MILIVOJEVIĆ,752
ANA BRNABIĆ,588
SRĐAN MILIVOJEVIĆ,3388
ANA BRNABIĆ,603
MILENKO JOVANOV,516
ANA BRNABIĆ,60
TIJANA PERIĆ DILIGENSKI,1090
ANA BRNABIĆ,146
ĐORĐE PAVIĆEVIĆ,5887
ANA BRNABIĆ,61
ĐORĐE PAVIĆEVIĆ,234
ANA BRNABIĆ,403
ALEKSANDAR MARTINOVIĆ,5224
ALEKSANDAR JOVANOVIĆ,31
ALEKSANDAR MARTINOVIĆ,4385
ALEKSANDAR JOVANOVIĆ,18
ALEKSANDAR MARTINOVIĆ,3640
ANA BRNABIĆ,63
ĐORĐE PAVIĆEVIĆ,8
ANA BRNABIĆ,25
MARIJAN RISTIČEVIĆ,4724
ANA BRNABIĆ,87
ĐORĐE PAVIĆEVIĆ,1437
ANA BRNABIĆ,44
SRĐAN MILIVOJEVIĆ,1864
ANA BRNABIĆ,30
BORIS BAJIĆ,833
ANA BRNABIĆ,31
SRĐAN MILIVOJEVIĆ,8
ANA BRNABIĆ,1698
TIJANA PERIĆ DILIGENSKI,349
ANA BRNABIĆ,51
TIJANA PERIĆ DILIGENSKI,67
ANA BRNABIĆ,68
TIJANA PERIĆ DILIGENSKI,73
ANA BRNABIĆ,236
IRENA ŽIVKOVIĆ,4797
MARINA RAGUŠ,299
IRENA ŽIVKOVIĆ,60
MARINA RAGUŠ,229
IRENA ŽIVKOVIĆ,12
MARINA RAGUŠ,131
IRENA ŽIVKOVIĆ,5
MARINA RAGUŠ,556
MARINIKA TEPIĆ,45
IRENA ŽIVKOVIĆ,443
MARINA RAGUŠ,39
MARINIKA TEPIĆ,1434
MARINA RAGUŠ,110
IRENA VUJOVIĆ,3321
MARINA RAGUŠ,52
MARINIKA TEPIĆ,1230
MARINA RAGUŠ,451
UROŠ ĐOKIĆ,867
MARINA RAGUŠ,511
TIJANA PERIĆ DILIGENSKI,7007
MARINA RAGUŠ,72
TIJANA PERIĆ DILIGENSKI,109
MARINA RAGUŠ,65
TIJANA PERIĆ DILIGENSKI,29
MARINA RAGUŠ,248
TIJANA PERIĆ DILIGENSKI,34
MARINA RAGUŠ,92
TIJANA PERIĆ DILIGENSKI,6
MARINA RAGUŠ,118
TIJANA PERIĆ DILIGENSKI,527
MARINA RAGUŠ,597
TIJANA PERIĆ DILIGENSKI,124
MARINA RAGUŠ,172
IVANA ROKVIĆ,1852
MARINA RAGUŠ,62
ALEKSANDAR JOVANOVIĆ,699
MARINA RAGUŠ,106
ALEKSANDAR JOVANOVIĆ,65
MARINA RAGUŠ,74
ALEKSANDAR JOVANOVIĆ,1672
MARINA RAGUŠ,268
ALEKSANDAR JOVANOVIĆ,1249
MARINA RAGUŠ,599
MILENKO JOVANOV,870
MARINA RAGUŠ,177
MILIMIR VUJADINOVIĆ,1914
MARINA RAGUŠ,83
MILIMIR VUJADINOVIĆ,39
MARINA RAGUŠ,15
MILIMIR VUJADINOVIĆ,285
ANA BRNABIĆ,488
MARIJAN RISTIČEVIĆ,1305
MARINA RAGUŠ,254
BORKO STEFANOVIĆ,797
MARINA RAGUŠ,95
BORKO STEFANOVIĆ,3
MARINA RAGUŠ,36
NENAD MITROVIĆ,1315
MARINA RAGUŠ,211
SRĐAN MILIVOJEVIĆ,4580
MARINA RAGUŠ,31
BORIS BAJIĆ,558
MARINA RAGUŠ,36
ANA OREG,479
MARINA RAGUŠ,229
BRANKO VUJKOVIĆ,2705
MARINA RAGUŠ,292
BRANKO VUJKOVIĆ,1084
MARINA RAGUŠ,58
BORKO STEFANOVIĆ,921
MARINA RAGUŠ,459
BORKO STEFANOVIĆ,66
MARINA RAGUŠ,156
ZORAN LUTOVAC,315
MARINA RAGUŠ,954
GORAN VESIĆ,13235
MARINA RAGUŠ,130
SNEŽANA PAUNOVIĆ,968
DANIJELA NESTOROVIĆ,2826
SNEŽANA PAUNOVIĆ,78
MARINA MIJATOVIĆ,4675
SNEŽANA PAUNOVIĆ,210
MARINA MIJATOVIĆ,434
SNEŽANA PAUNOVIĆ,564
MILIJA MILETIĆ,3564
SNEŽANA PAUNOVIĆ,56
ANA IVANOVIĆ,113
SNEŽANA PAUNOVIĆ,74
ANA IVANOVIĆ,510
SNEŽANA PAUNOVIĆ,68
BRANKO PAVLOVIĆ,1991
SNEŽANA PAUNOVIĆ,78
NENAD MITROVIĆ,3336
SNEŽANA PAUNOVIĆ,70
SLOBODAN PETROVIĆ,3427
SNEŽANA PAUNOVIĆ,78
VLADIMIR ĐORĐEVIĆ,2235
SNEŽANA PAUNOVIĆ,77
MILOŠ PARANDILOVIĆ,4236
SNEŽANA PAUNOVIĆ,52
IRENA ŽIVKOVIĆ,4836
SNEŽANA PAUNOVIĆ,37
MILIMIR VUJADINOVIĆ,3936
SNEŽANA PAUNOVIĆ,616
ALEKSANDAR PAVIĆ,4543
SNEŽANA PAUNOVIĆ,61
VLADIMIR ĐUKANOVIĆ,9846
ANA BRNABIĆ,50
DRAGAN STANOJEVIĆ,6151
ANA BRNABIĆ,94
DRAGAN STANOJEVIĆ,816
ANA BRNABIĆ,79
SINIŠA MALI,9581
ANA BRNABIĆ,328
ZAGORKA ALEKSIĆ,2745
ANA BRNABIĆ,55
MILOŠ PARANDILOVIĆ,3501
ANA BRNABIĆ,226
DEJAN BULATOVIĆ,1201
ANA BRNABIĆ,133
ĐORĐE KOMLENSKI,1030
ANA BRNABIĆ,547
MILOŠ VUČEVIĆ,4744
ANA BRNABIĆ,24
MILOŠ PARANDILOVIĆ,8
ANA BRNABIĆ,18
MILOŠ PARANDILOVIĆ,46
ANA BRNABIĆ,264
MILOŠ PARANDILOVIĆ,19
ANA BRNABIĆ,29
MILOŠ PARANDILOVIĆ,142
ANA BRNABIĆ,47
MILOŠ PARANDILOVIĆ,45
ANA BRNABIĆ,16
MILOŠ PARANDILOVIĆ,440
ANA BRNABIĆ,182
TATJANA MARKOVIĆ TOPALOVIĆ,4760
ANA BRNABIĆ,39
GORAN VESIĆ,9405
ANA BRNABIĆ,29
TATJANA MARKOVIĆ TOPALOVIĆ,20
ANA BRNABIĆ,53
TATJANA MARKOVIĆ TOPALOVIĆ,8
ANA BRNABIĆ,258
TATJANA MARKOVIĆ TOPALOVIĆ,24
ANA BRNABIĆ,89
ALEKSANDAR MARTINOVIĆ,9984
ANA BRNABIĆ,48
SRĐAN MILIVOJEVIĆ,871
ANA BRNABIĆ,1719
ZORAN LUTOVAC,401
ANA BRNABIĆ,214
ZORAN LUTOVAC,41
ANA BRNABIĆ,89
ĐORĐE PAVIĆEVIĆ,1414
ANA BRNABIĆ,1589
STEFAN JANJIĆ,188
ANA BRNABIĆ,35
STEFAN JANJIĆ,17
ANA BRNABIĆ,12
STEFAN JANJIĆ,10
ANA BRNABIĆ,21
STEFAN JANJIĆ,78
ANA BRNABIĆ,106
STEFAN JANJIĆ,460
ANA BRNABIĆ,139
MARIJAN RISTIČEVIĆ,693
ANA BRNABIĆ,64
DUŠAN MARIĆ,1444
ANA BRNABIĆ,228
DUŠAN MARIĆ,5415
ANA BRNABIĆ,141
AHMEDIN ŠKRIJELJ,38
ANA BRNABIĆ,16
AHMEDIN ŠKRIJELJ,202
ANA BRNABIĆ,229
BOGDAN RADOVANOVIĆ,4127
ANA BRNABIĆ,32
DUŠKO PEJOVIĆ,3212
ANA BRNABIĆ,68
MILICA NIKOLIĆ,2112
ANA BRNABIĆ,715
RADOMIR LAZOVIĆ,1082
ANA BRNABIĆ,137
RADOMIR LAZOVIĆ,42
ANA BRNABIĆ,280
ALEKSANDAR JOVANOVIĆ,189
ANA BRNABIĆ,33
ALEKSANDAR JOVANOVIĆ,612
ANA BRNABIĆ,422
MILOŠ VUČEVIĆ,2906
ALEKSANDAR JOVANOVIĆ,33
MILOŠ VUČEVIĆ,3166
ALEKSANDAR JOVANOVIĆ,16
MILOŠ VUČEVIĆ,297
SNEŽANA PAUNOVIĆ,65
MILIJA MILETIĆ,4480
SNEŽANA PAUNOVIĆ,50
NENAD TOMAŠEVIĆ,13284
SNEŽANA PAUNOVIĆ,58
MILENKO JOVANOV,1714
ALEKSANDAR JOVANOVIĆ,32
MILENKO JOVANOV,483
ANA BRNABIĆ,40
MILOŠ VUČEVIĆ,7005
ANA BRNABIĆ,444
DRAGANA LUKIĆ,5238
ANA BRNABIĆ,46
JELENA MILOŠEVIĆ,5665
ANA BRNABIĆ,38
GORAN NIKOLIĆ,7585
ANA BRNABIĆ,41
MILICA MARUŠIĆ JABLANOVIĆ,2039
ANA BRNABIĆ,61
MILICA MARUŠIĆ JABLANOVIĆ,391
ANA BRNABIĆ,53
MILICA MARUŠIĆ JABLANOVIĆ,45
ANA BRNABIĆ,61
MILOŠ VUČEVIĆ,5938
ANA BRNABIĆ,52
ZORAN LUTOVAC,824
ANA BRNABIĆ,50
MILOŠ VUČEVIĆ,1331
ANA BRNABIĆ,43
ZORAN LUTOVAC,925
ANA BRNABIĆ,41
JELENA MILOŠEVIĆ,37
ANA BRNABIĆ,9
JELENA MILOŠEVIĆ,810
ANA BRNABIĆ,72
UGLJEŠA MARKOVIĆ,830
ALEKSANDAR JOVANOVIĆ,20
UGLJEŠA MARKOVIĆ,6407
ANA BRNABIĆ,331
ANA BRNABIĆ,1329
AHMEDIN ŠKRIJELJ,1606
ANA BRNABIĆ,40
MILOŠ VUČEVIĆ,11126
ANA BRNABIĆ,39
MARKO ĐURIĆ,2868
ANA BRNABIĆ,49
USAME ZUKORLIĆ,4316
ANA BRNABIĆ,37
MAJA POPOVIĆ,2103
ANA BRNABIĆ,42
TOMISLAV ŽIGMANOV,2948
ANA BRNABIĆ,43
ADRIJANA MESAROVIĆ,4384
ANA BRNABIĆ,24
NOVICA TONČEV,1125
ANA BRNABIĆ,46
ALEKSANDAR MARTINOVIĆ,1875
SLAVICA RADOVANOVIĆ,25
ALEKSANDAR MARTINOVIĆ,98
SLAVICA RADOVANOVIĆ,30
ALEKSANDAR MARTINOVIĆ,1587
JELENA MILOŠEVIĆ,18
ALEKSANDAR MARTINOVIĆ,1455
ANA BRNABIĆ,73
ALEKSANDAR MARTINOVIĆ,1940
ALEKSANDAR JOVANOVIĆ,44
ALEKSANDAR MARTINOVIĆ,3160
ANA BRNABIĆ,52
AHMEDIN ŠKRIJELJ,383
ANA BRNABIĆ,34
USAME ZUKORLIĆ,627
ANA BRNABIĆ,37
ALEKSANDAR VULIN,5401
ANA BRNABIĆ,79
ŽIVOTA STARČEVIĆ,2641
ANA BRNABIĆ,32
ŽIVOTA STARČEVIĆ,370
ANA BRNABIĆ,50
MILOŠ VUČEVIĆ,8350
ANA BRNABIĆ,49
ALEKSANDAR MARTINOVIĆ,23095
ANA BRNABIĆ,36
GORAN VESIĆ,12915
ANA BRNABIĆ,40
MILAN KRKOBABIĆ,2868
ANA BRNABIĆ,34
MARKO ĐURIĆ,5650
ANA BRNABIĆ,63
ŽIVOTA STARČEVIĆ,2892
ANA BRNABIĆ,62
SLAVICA ĐUKIĆ DEJANOVIĆ,1990
ANA BRNABIĆ,58
MILICA ĐURĐEVIĆ STAMENKOVSKI,7023
ANA BRNABIĆ,141
ŽIVOTA STARČEVIĆ,1561
ANA BRNABIĆ,70
SNEŽANA PAUNOVIĆ,1186
ZDRAVKO PONOŠ,2333
ANA BRNABIĆ,76
MILOŠ JOVANOVIĆ,697
ANA BRNABIĆ,65
MILOŠ JOVANOVIĆ,69
ANA BRNABIĆ,49
ZORAN LUTOVAC,2152
ANA BRNABIĆ,59
SNEŽANA PAUNOVIĆ,1632
ANA BRNABIĆ,35
ALEKSANDAR VULIN,2708
ANA BRNABIĆ,653
ZDRAVKO PONOŠ,1864
ANA BRNABIĆ,31
ZDRAVKO PONOŠ,141
ANA BRNABIĆ,44
ALEKSANDAR VULIN,2452
ANA BRNABIĆ,132
ZDRAVKO PONOŠ,1523
ANA BRNABIĆ,76
ALEKSANDAR VULIN,1507
ANA BRNABIĆ,24
ĐORĐE KOMLENSKI,739
ANA BRNABIĆ,69
RADOMIR LAZOVIĆ,8246
ANA BRNABIĆ,48
MILENKO JOVANOV,2458
ANA BRNABIĆ,42
SNEŽANA PAUNOVIĆ,1814
ANA BRNABIĆ,46
ZORAN LUTOVAC,217
ANA BRNABIĆ,48
ZORAN LUTOVAC,3
ANA BRNABIĆ,175
ZORAN LUTOVAC,23
ANA BRNABIĆ,20
ZORAN LUTOVAC,26
ANA BRNABIĆ,20
RADOMIR LAZOVIĆ,8
ANA BRNABIĆ,54
JELENA ŽARIĆ KOVAČEVIĆ,2539
ANA BRNABIĆ,35
ĐORĐE STANKOVIĆ,568
ANA BRNABIĆ,38
RADOMIR LAZOVIĆ,1902
ANA BRNABIĆ,96
RADOMIR LAZOVIĆ,34
ANA BRNABIĆ,234
MILENKO JOVANOV,2124
ANA BRNABIĆ,48
JELENA MILOŠEVIĆ,690
ANA BRNABIĆ,429
RADOMIR LAZOVIĆ,47
ANA BRNABIĆ,174
RADOMIR LAZOVIĆ,27
ANA BRNABIĆ,58
RADOMIR LAZOVIĆ,78
ANA BRNABIĆ,9
ĐORĐE MILIĆEVIĆ,203
RADOMIR LAZOVIĆ,47
ANA BRNABIĆ,481
RADOMIR LAZOVIĆ,11
ANA BRNABIĆ,519
RADOMIR LAZOVIĆ,4
ANA BRNABIĆ,1970
ALEKSANDAR JOVANOVIĆ,23
ANA BRNABIĆ,1773
RADOMIR LAZOVIĆ,26
ANA BRNABIĆ,1209
RADOMIR LAZOVIĆ,8
ANA BRNABIĆ,1549
ANA BRNABIĆ,186
ANA BRNABIĆ,61
MILOŠ VUČEVIĆ,3897
ALEKSANDAR JOVANOVIĆ,18
MILOŠ VUČEVIĆ,2068
MILOŠ VUČEVIĆ,1858
ANA BRNABIĆ,2233
RADOMIR LAZOVIĆ,2286
ANA BRNABIĆ,177
RADOMIR LAZOVIĆ,99
ANA BRNABIĆ,498
GORAN VESIĆ,4099
ANA BRNABIĆ,168
MILOŠ VUČEVIĆ,3153
ANA BRNABIĆ,62
MILOŠ JOVANOVIĆ,16795
ANA BRNABIĆ,52
MILENKO JOVANOV,2087
ANA BRNABIĆ,55
ALEKSANDAR VULIN,7398
ANA BRNABIĆ,66
MILOŠ JOVANOVIĆ,1917
ANA BRNABIĆ,933
AHMEDIN ŠKRIJELJ,613
ANA BRNABIĆ,241
AHMEDIN ŠKRIJELJ,76
ANA BRNABIĆ,137
AHMEDIN ŠKRIJELJ,76
ANA BRNABIĆ,9
AHMEDIN ŠKRIJELJ,630
ANA BRNABIĆ,1011
SRĐAN MILIVOJEVIĆ,33
ANA BRNABIĆ,17
SRĐAN MILIVOJEVIĆ,1618
ANA BRNABIĆ,355
IVICA DAČIĆ,9877
ANA BRNABIĆ,131
MILOŠ JOVANOVIĆ,2010
ANA BRNABIĆ,69
RADOMIR LAZOVIĆ,2275
ANA BRNABIĆ,66
ALEKSANDAR JOVANOVIĆ,1570
ANA BRNABIĆ,59
ZORAN LUTOVAC,1223
ANA BRNABIĆ,156
ZDRAVKO PONOŠ,916
ANA BRNABIĆ,49
MILOŠ VUČEVIĆ,8106
ALEKSANDAR JOVANOVIĆ,11
MILOŠ VUČEVIĆ,2996
ANA BRNABIĆ,39
GORAN VESIĆ,3867
ANA BRNABIĆ,38
ALEKSANDAR JOVANOVIĆ,1622
ANA BRNABIĆ,21
ALEKSANDAR JOVANOVIĆ,156
ANA BRNABIĆ,504
RADOMIR LAZOVIĆ,10
MILOŠ VUČEVIĆ,349
MILOŠ VUČEVIĆ,9
AHMEDIN ŠKRIJELJ,1479
ANA BRNABIĆ,698
GORAN VESIĆ,2102
ANA BRNABIĆ,37
ALEKSANDAR JOVANOVIĆ,869
DANIJELA JOVANOVIĆ,141
ALEKSANDAR JOVANOVIĆ,241
MILENKO JOVANOV,44
ALEKSANDAR JOVANOVIĆ,139
ALEKSANDAR JOVANOVIĆ,39
ANA BRNABIĆ,441
MILENKO JOVANOV,2177
ALEKSANDAR JOVANOVIĆ,30
MILENKO JOVANOV,611
ALEKSANDAR JOVANOVIĆ,17
MILENKO JOVANOV,557
ANA BRNABIĆ,191
ANA BRNABIĆ,71
BORISLAV NOVAKOVIĆ,14168
ANA BRNABIĆ,459
MILENKO JOVANOV,2706
ANA BRNABIĆ,54
BORISLAV NOVAKOVIĆ,1709
ANA BRNABIĆ,48
MILENKO JOVANOV,2788
ANA BRNABIĆ,62
BORISLAV NOVAKOVIĆ,8
ANA BRNABIĆ,81
SNEŽANA PAUNOVIĆ,14532
ANA BRNABIĆ,1508
VEROLJUB ARSIĆ,1011
ANA BRNABIĆ,55
DRAGAN ĐILAS,11655
ANA BRNABIĆ,51
DEJAN BULATOVIĆ,2203
ANA BRNABIĆ,176
RADOMIR LAZOVIĆ,871
ANA BRNABIĆ,36
RADOMIR LAZOVIĆ,104
ANA BRNABIĆ,375
MARIJAN RISTIČEVIĆ,655
ANA BRNABIĆ,86
MILENKO JOVANOV,2555
ANA BRNABIĆ,49
JORGOVANKA TABAKOVIĆ,7678
ANA BRNABIĆ,60
ALEKSANDAR VULIN,4687
ANA BRNABIĆ,66
DRAGAN ĐILAS,25
ANA BRNABIĆ,166
SINIŠA MALI,5565
ANA BRNABIĆ,29
DRAGAN ĐILAS,2156
ANA BRNABIĆ,76
DRAGAN ĐILAS,44
ANA BRNABIĆ,41
JORGOVANKA TABAKOVIĆ,1291
ANA BRNABIĆ,699
DEJAN BULATOVIĆ,1259
ANA BRNABIĆ,389
SINIŠA MALI,2194
ANA BRNABIĆ,17
RADOMIR LAZOVIĆ,146
ANA BRNABIĆ,10
RADOMIR LAZOVIĆ,546
ANA BRNABIĆ,18
RADOMIR LAZOVIĆ,393
ANA BRNABIĆ,325
RADOMIR LAZOVIĆ,177
ANA BRNABIĆ,31
SINIŠA MALI,498
ANA BRNABIĆ,61
ALEKSANDAR VULIN,1646
ANA BRNABIĆ,1041
DUŠAN NIKEZIĆ,1654
ANA BRNABIĆ,32
JORGOVANKA TABAKOVIĆ,3011
ALEKSANDAR JOVANOVIĆ,11
JORGOVANKA TABAKOVIĆ,2771
ANA BRNABIĆ,123
VEROLJUB ARSIĆ,10806
SNEŽANA PAUNOVIĆ,47
PEĐA MITROVIĆ,434
SNEŽANA PAUNOVIĆ,154
PEĐA MITROVIĆ,3
SNEŽANA PAUNOVIĆ,82
DRAGAN ĐILAS,1588
SNEŽANA PAUNOVIĆ,105
PEĐA MITROVIĆ,3
SNEŽANA PAUNOVIĆ,55
VEROLJUB ARSIĆ,1833
SNEŽANA PAUNOVIĆ,309
VEROLJUB ARSIĆ,1011
SNEŽANA PAUNOVIĆ,76
EDIN ĐERLEK,3880
SNEŽANA PAUNOVIĆ,41
AHMEDIN ŠKRIJELJ,8
SNEŽANA PAUNOVIĆ,139
GORAN PETKOVIĆ,1845
SNEŽANA PAUNOVIĆ,31
AKOŠ UJHELJI,5878
ANA BRNABIĆ,34
AKOŠ UJHELJI,370
ANA BRNABIĆ,55
MARIJAN RISTIČEVIĆ,2943
ANA BRNABIĆ,67
ALEKSANDAR VULIN,1966
ANA BRNABIĆ,74
MIROSLAV ALEKSIĆ,884
SRĐAN MILIVOJEVIĆ,1024
SINIŠA MALI,16336
VEROLJUB ARSIĆ,3159
MILICA ĐURĐEVIĆ STAMENKOVSKI,17010
MILICA NIKOLIĆ,2958
MARIJAN RISTIČEVIĆ,4058
HADŽI MILORAD STOŠIĆ,3996
ALEKSANDAR JOVANOVIĆ,1442
ALEKSANDAR JOVANOVIĆ,2305
ALEKSANDAR JOVANOVIĆ,58
ALEKSANDAR JOVANOVIĆ,3335
MILENKO JOVANOV,2275
MILICA ĐURĐEVIĆ STAMENKOVSKI,5382
SRĐAN MILIVOJEVIĆ,874
ALEKSANDAR JOVANOVIĆ,180
SINIŠA MALI,3329
ANA BRNABIĆ,61
MILOŠ VUČEVIĆ,2711
ALEKSANDAR JOVANOVIĆ,73
ALEKSANDAR JOVANOVIĆ,451
ŽIVOTA STARČEVIĆ,8091
JASMINA KARANAC,8653
AKOŠ UJHELJI,10243
MARINA RAGUŠ,63
MILOLJUB ALBIJANIĆ,6370
MILAN KRKOBABIĆ,4680
BRANKO PAVLOVIĆ,11246
SINIŠA MALI,11347
MILOŠ VUČEVIĆ,5713
STEFAN KRKOBABIĆ,6534
SLOBODAN CVEJIĆ,11103
MILENKO JOVANOV,2445
SINIŠA MALI,6044
GORAN VESIĆ,4076
DEJAN RISTIĆ,1984
BORISLAV ANTONIJEVIĆ,10307
SINIŠA MALI,6343
BORISLAV ANTONIJEVIĆ,23
BORISLAV ANTONIJEVIĆ,62
BORISLAV ANTONIJEVIĆ,570
BORISLAV ANTONIJEVIĆ,215
BORISLAV ANTONIJEVIĆ,166
BORISLAV ANTONIJEVIĆ,133
SLOBODAN CVEJIĆ,102
ZORAN LUTOVAC,8994
MILENKO JOVANOV,2158
SINIŠA MALI,8105
GORAN VESIĆ,6586
ĐORĐE STANKOVIĆ,633
ZORAN LUTOVAC,138
ZORAN LUTOVAC,1381
SINIŠA MALI,1695
GORAN VESIĆ,2214
STEFAN JANJIĆ,41
STEFAN JANJIĆ,542
ZORAN LUTOVAC,48
ZORAN LUTOVAC,205
MILOŠ VUČEVIĆ,4712
ZORAN LUTOVAC,2292
ZORAN LUTOVAC,193
ZORAN LUTOVAC,92
ZORAN LUTOVAC,102
ZORAN LUTOVAC,89
BILJANA ĐORĐEVIĆ,12516
MARINA RAGUŠ,74
MILICA ĐURĐEVIĆ STAMENKOVSKI,14285
BILJANA ĐORĐEVIĆ,17
MILICA ĐURĐEVIĆ STAMENKOVSKI,508
MARINA RAGUŠ,74
BILJANA ĐORĐEVIĆ,2152
MARINA RAGUŠ,24
BILJANA ĐORĐEVIĆ,469
MARINA RAGUŠ,54
MILICA ĐURĐEVIĆ STAMENKOVSKI,5482
MARINA RAGUŠ,42
PREDRAG MARSENIĆ,15217
MARINA RAGUŠ,74
MILENKO JOVANOV,2275
MARINA RAGUŠ,65
SINIŠA MALI,4552
MARINA RAGUŠ,100
GORAN VESIĆ,6012
MARINA RAGUŠ,40
MILOŠ VUČEVIĆ,7259
MARINA RAGUŠ,85
MARINA RAGUŠ,921
ALEKSANDAR JOVANOVIĆ,71
MARINA RAGUŠ,117
ALEKSANDAR JOVANOVIĆ,1637
MARINA RAGUŠ,795
ALEKSANDAR JOVANOVIĆ,32
MARINA RAGUŠ,143
MARIJA JEVIĐIĆ,4809
MARINA RAGUŠ,62
MUAMER BAČEVAC,2052
MARINA RAGUŠ,41
ANA IVANOVIĆ,423
MARINA RAGUŠ,67
JOVAN JANJIĆ,2859
MARINA RAGUŠ,54
MILIJA MILETIĆ,3542
MARINA RAGUŠ,41
ZORAN LUTOVAC,3477
MARINA RAGUŠ,53
SLOBODAN ILIĆ,3839
MARINA RAGUŠ,59
NATALIJA STOJMENOVIĆ,3896
MARINA RAGUŠ,45
ZORAN STOJANOVIĆ,3164
MARINA RAGUŠ,47
IVANA ROKVIĆ,4160
MARINA RAGUŠ,53
IVANA ROKVIĆ,617
MARINA RAGUŠ,596
GORAN PETROVIĆ,4213
MARINA RAGUŠ,52
GORAN PETROVIĆ,254
MARINA RAGUŠ,28
MILIMIR VUJADINOVIĆ,4109
MARINA RAGUŠ,80
TIJANA PERIĆ DILIGENSKI,848
MARINA RAGUŠ,483
MIROSLAV ALEKSIĆ,11937
MARINA RAGUŠ,2571
SRĐAN MILIVOJEVIĆ,1359
MARINA RAGUŠ,80
MILENKO JOVANOV,1869
MARINA RAGUŠ,80
SINIŠA MALI,8376
MARINA RAGUŠ,75
ALEKSANDAR JOVANOVIĆ,414
MARINA RAGUŠ,139
SINIŠA MALI,528
MARINA RAGUŠ,364
